H   12.000	
C   8.5695	
N   8.0704	
O   8.8300	
F   4.8867	
Na  6.2757	
Mg  7.5233	
Al  6.4270	
Si  7.4976	
P   5.4798	
S   7.1965	
Cl  5.2534	
K   5.1208  
Ca  6.3555 
Sc  3.0416 
Ti  4.9408 
V   3.9159 
Cr  5.6014 
Mn  5.4661 
Fe  7.4167 
Ni  6.1788 
Cu  4.2300 
Br  2.6279 
Sr  2.9273 
Y   2.1788 
Zr  2.9447 
