H   0.045	
C   0.199	
N   0.006	
O   47.2	
F   0.053	
Na  2.36	
Mg  2.20	
Al  7.96	
Si  28.8	
P   0.076	
S   0.07	
Cl  0.047	
K   2.14  
Ca  3.85 
Ti  0.401 
Cr  0.013 
Mn  0.072 
Fe  4.32 
