H	1.97
He	0.000000917
Li	0.000147
Be	0.0000021
B	0.0000775
C	3.48
N	0.295
O	45.9
F	0.00582
Ne	0.000000018
Na	0.499
Mg	9.68
Al	0.85
Si	10.7
P	0.0967
S	5.35
Cl	0.0698
Ar	0.000000133
K	0.0544
Ca	0.922
Sc	0.00059
Ti	0.0451
V	0.00543
Cr	0.265
Mn	0.193
Fe	18.5
Co	0.0506
Ni	1.08
Cu	0.0131
Zn	0.0323
Ga	0.000971
Ge	0.00326
As	0.000174
Se	0.00203
Br	0.000326
Kr	0.00000000522
Rb	0.000231
Sr	0.000781
Y	0.000253
Zr	0.000362
W	0.0000096
