335
MgS         2   Mg S 1 1
  2     12.1744   -3.40766   0.317728   -0.0457925   0.00234911           
MnO         2   Mn O 1 1
  2     13.2463   -5.01189   0.431254   -0.0630932   0.00326065           
MnO2         2   Mn O 1 2
  2     25.9561   -10.528   0.353445   -0.0533936   0.00281004           
MnS         2   Mn S 1 1
  2     13.1506   -4.23811   0.457369   -0.066849   0.00345206           
MnS2         2   Mn S 1 2
  2     25.9237   -7.4966   0.400387   -0.0599806   0.00313852           
NO         2   N O 1 1
  2     12.831   -7.18344   0.173495   -0.0230652   0.00113799           
NO-         3   N O el 1 1 1
  2     23.6256   -10.0651   0.684604   -0.0893711   0.00433949           
NO2         2   N O 1 2
  2     26.3273   -10.5124   0.202429   -0.0271888   0.00135933           
NO2-         3   N O el 1 2 1
  2     37.0221   -16.4391   0.71095   -0.0934645   0.00456408           
NO3         2   N O 1 3
  2     39.8172   -12.4186   0.12222   -0.0172477   0.000897527           
PN         2   N P 1 1
  2     13.2885   -7.16001   0.427279   -0.062564   0.00324122           
SN         2   N S 1 1
  2     12.5433   -5.54626   0.209011   -0.0289865   0.00146211           
NSc         2   N Sc 1 1
  2     13.7717   -6.45311   0.527539   -0.0770004   0.0039684           
SiN         2   N Si 1 1
  2     12.3989   -5.48756   0.0953008   -0.0133693   0.000693956           
VN         2   N V 1 1
