O      44.42	
Si     21.61	
Al     2.12	
Fe     6.27	
Ca     2.46	
Na     0.29	
Mg     22.01	
K      0.02	
Ti     0.12	
P      0.008	
Cr     0.29	
Mn     0.11	
H      0.006	
C      0.006	
N      0.88E-4	
S      0.027	
F      0.002	
Cl     0.004   
