184
MnH         2   H Mn 1 1
  2     11.736   -3.6834   0.41609   -0.060528   0.0031247           
NH         2   H N 1 1
  3     411181.0   -77974.6   24.2428   0.000409611   -2.55866e-08           
HNO         3   H N O 1 1 1
  3     624780.0   -205700.0   56.4594   0.00046449   -2.07625e-08           
HNO2(trans)       3   H N O  1 1 2
  3     698937.0   -308668.0   89.6184   0.000267463   -1.22202e-08           
HNO2(cis)         3   H N O  1 1 2
  3     703172.0   -308237.0   89.7218   0.00025675   -1.15238e-08           
HNO3         3   H N O 1 1 3
  3     802373.0   -382689.0   126.355   1.6505e-05   -2.0296e-10           
NaH         2   H Na 1 1
  3     327109.0   -50418.1   22.0731   -3.03e-05   1.3e-08           
NaOH         3   H Na O 1 1 1
  3     458004.0   -187821.0   52.0271   -7.30966e-06   1.43238e-08           
NiH         2   H Ni 1 1
  2     12.52   -3.4331   0.1963   -0.025377   0.0012412           
OH         2   H O 1 1
  3     415670.0   -105260.0   25.4985   0.00047802   -2.82416e-08           
SrOH       3   H O Sr 1 1 1
  3     473641.0   -203502.0   51.127   -0.00030475   6.93937e-08           
PH         2   H P 1 1
  3     331648.0   -73846.6   22.8504   0.000255732   -7.78115e-09           
HS         2   H S 1 1
  3     365656.0   -87717.2   24.1557   0.000340917   -2.09217e-08           
SiH         2   H Si 1 1
  3     245408.0   -71775.2   22.9449   0.000452999   -2.69915e-08           
SrH         2   H Sr 1 1
  2     11.827   -3.6194   0.67189   -0.098927   0.0051226           
ZrH         2   H Zr 1 1
  3     1396550.0   -82127.8   27.167   -0.000267893   4.48746e-08           
H2         1   H 2
  3     425321.0   -107123.0   26.998   0.00054828   -3.81498e-08           
Mg(OH)2    3   H Mg O 2 1 2
  3     728023.0   -400948.0   111.212   5.22e-05   1.76309e-11           
NH2         2   H N 2 1
  3     879993.0   -177983.0   52.8632   0.000637403   -4.63748e-08           
H2O         2   H O 2 1
  3     866184.0   -227857.0   56.1473   0.000762548   -4.95254e-08           
H2O2Sr         3   H O Sr 2 2 1
