204
  1     -58.0417   28.5911   -0.0460278   0.0015348   -2.0673e-05           
C2H2         2   C H 2 2
  1     -87.4875   39.8235   -0.00762519   -0.00219494   8.36e-05           
C2H4         2   C H 2 4
  1     -146.176   55.4117   -0.0919718   0.00210843   -1.88e-05           
C2H4O         3   C H O 2 4 1
  1     -177.284   63.8428   -0.0787837   0.00144061   -1.04e-05           
C2K2N2         3   C K N 2 2 2
  1     -138.455   61.0038   0.0505777   -0.00420648   0.000108705           
C2N         2   C N 2 1
  1     -57.8989   32.37   -0.0165325   0.00069377   -1.53e-05           
C2N2         2   C N 2 2
  1     -89.9336   49.6128   0.00276604   -0.00151947   4.89e-05           
C2N2Na2         3   C N Na 2 2 2
  1     -75.1699   28.145   -0.042188   0.00285629   -6.71e-05           
C2O         2   C O 2 1
  1     -58.9915   33.4363   0.00853143   -0.0016735   5.09e-05           
C2Si         2   C Si 2 1
  1     -59.3015   30.5578   -0.0151053   0.000314836   -2.73e-06           
C2Ti         2   C Ti 2 1
  1     -62.142   31.1678   -1.0565   0.152363   -0.0077919           
C3         1   C 3
  1     -61.4314   33.0145   -0.126354   0.00570552   -9.48e-05           
C3H         2   C H 3 1
  1     -93.9247   50.1089   -2.15008   0.319207   -0.0171655           
C3O2         2   C O 3 2
  1     -120.935   65.4797   0.0449821   -0.00485815   0.00013341           
C4         1   C 4
  1     -92.9549   45.3949   0.00556192   -0.00165781   4.96e-05           
C4H2Si         3   C H Si 4 12 1
  1     -464.42   152.224   -0.203836   0.00457623   -3.62e-05           
C4N2         2   C N 4 2
  1     -149.925   78.4467   0.00768832   -0.000733749   9.51e-06           
C5         1   C 5
  1     -124.37   62.0999   0.0459804   -0.00479074   0.000128802           
C5FeO5         3   C Fe O 5 1 5
  1     -301.735   142.303   0.0656068   -0.00301484   3.46e-05           
Ca+         2   Ca el 1 -1
  1     23.1657   -15.9922   0.193423   -0.00901461   0.000148832           
CaCl         2   Ca Cl 1 1
  1     -25.0462   10.1588   -0.0601812   0.00295521   -5.11e-05           
CaCl2         2   Ca Cl 1 2
  1     -52.2119   21.5514   -0.02177   0.000701249   -7.35e-06           
CaH         2   Ca H 1 1
  1     0.0   0.0   0.0   0.0   0.0           
CaHO         3   Ca H O 1 1 1
  1     -53.7809   20.5928   -0.0509599   0.00213832   -3.45e-05           
CaH2O2         3   Ca H O 1 2 2
  1     -109.875   41.8398   -0.0469778   0.00126544   -1.24e-05           
CaI         2   Ca I 1 1
  1     -27.4379   8.95057   -0.0878439   0.00644214   -0.000168174           
CaO         2   Ca O 1 1
  1     -25.6756   8.80678   0.0758349   -0.00490621   9.66e-05           
CaS         2   Ca S 1 1
  1     -24.9247   7.7248   0.028308   -0.00118079   1.35e-05           
Ca2         1   Ca 2
  1     -25.7492   2.62271   -0.368538   0.0255938   -0.00063124           
Cl-         2   Cl el 1 1
  1     -23.6517   9.72926   -0.0847026   0.00222707   -1.97e-05           
Cl+         2   Cl el 1 -1
  1     23.0274   -31.8758   0.206441   -0.00970291   0.000161146           
ClFe         2   Cl Fe 1 1
  1     -26.2041   7.22558   -0.032303   0.0010185   -1.0536e-05           
ClH         2   Cl H 1 1
  1     -28.1408   11.0493   -0.0711323   0.00305523   -4.87e-05           
ClK         2   Cl K 1 1
  1     -25.6826   10.4869   -0.0279207   0.000890335   -9.25e-06           
ClLi         2   Cl Li 1 1
  1     -26.3063   11.5998   -0.0101711   0.000145564   -6.86e-07           
ClMg         2   Cl Mg 1 1
  1     -25.0724   7.79257   -0.0269281   0.000831337   -8.52e-06           
ClNa         2   Cl Na 1 1
  1     -25.9817   10.1054   -0.0247387   0.000763659   -7.82e-06           
ClOTi         3   Cl O Ti 1 1 1
  1     -58.8945   26.4185   -0.0346063   0.00108042   -1.14e-05           
ClSi         2   Cl Si 1 1
  1     -27.0247   9.30505   -0.0324939   0.00102735   -1.06e-05           
ClTi         2   Cl Ti 1 1
  1     -26.1856   10.6807   -0.0130195   0.00040979   -4.4e-06           
Cl2Fe         2   Cl Fe 2 1
  1     -54.6646   19.3308   -0.0151437   0.000361391   -3.22e-06           
Cl2K2         2   Cl K 2 2
  1     -78.4161   25.0498   -0.0230332   0.000756163   -7.99e-06           
Cl2Li2         2   Cl Li 2 2
  1     -81.3834   27.9625   -0.0190946   0.000530478   -5.34e-06           
Cl2Mg         2   Cl Mg 2 1
  1     -53.0379   18.8708   -0.0135361   0.0003697   -3.59e-06           
Cl2Na2         2   Cl Na 2 2
  1     -80.0707   24.6336   -0.0153276   0.000450756   -4.57e-06           
Cl2OTi         3   Cl O Ti 2 1 1
  1     -86.0528   36.5773   -0.039836   0.0012314   -1.28e-05           
Cl2Si         2   Cl Si 2 1
  1     -56.3103   21.1108   -0.0426784   0.0013104   -1.35e-05           
Cl2Ti         2   Cl Ti 2 1
  1     -57.0539   23.0517   -0.0215943   0.000639906   -6.54e-06           
Cl3Li3         2   Cl Li 3 3
  1     -139.53   44.0624   0.014787   -0.000757431   8.77e-06           
Cl3Si         2   Cl Si 3 1
  1     -85.1354   29.1279   -0.0252132   0.000679228   -6.65e-06           
Cl4Mg2         2   Cl Mg 4 2
  1     -133.668   41.1775   0.0234875   -0.000898258   9.9e-06           
Cl4Si         2   Cl Si 4 1
  1     -116.863   38.3522   -0.00755124   3.91e-05   2.91e-07           
Cl4Ti         2   Cl Ti 4 1
  1     -115.617   41.4483   -0.0242687   0.000690494   -7.01e-06           
Fe+         2   Fe el 1 -1
  1     23.0171   -20.1522   0.211926   -0.0102509   0.000173904           
FeH         2   Fe H 1 1
  1     0.0   0.0   0.0   0.0   0.0           
FeH2O2         3   Fe H O 1 2 2
  1     -112.808   40.5943   -0.0218181   0.000333378   -2.21e-06           
FeO         2   Fe O 1 1
  1     -28.3606   10.543   -0.0810224   0.00515287   -0.000125274           
FeS         2   Fe S 1 1
  1     -27.9771   8.33926   -0.0692225   0.00325478   -5.56e-05           
H-         2   H el 1 1
  1     -22.5706   3.07031   -0.0806193   0.00212627   -1.89e-05           
H+         2   H el 1 -1
  1     21.1854   -32.645   0.0805817   -0.00211826   1.88e-05           
HK         2   H K 1 1
  1     -24.6474   4.76296   -0.0416539   0.00248346   -5.84e-05           
HKO         3   H K O 1 1 1
  1     -54.0825   19.3949   -0.0552903   0.00246361   -4.0856e-05           
HLi         2   H Li 1 1
  1     -25.6526   6.0639   -0.0374295   0.00158177   -2.55e-05           
HLiO         3   H Li O 1 1 1
  1     -54.4454   20.8788   -0.0144616   0.000195882   -8.93e-07           
HMg         2   H Mg 1 1
  1     -24.1857   5.1162   -0.0429508   0.00230568   -5.06e-05           
HMgO         3   H Mg O 1 1 1
  1     -54.1914   19.1496   -0.0464644   0.00185103   -2.9e-05           
HMgO+         4   H Mg O el 1 1 1 -1
  1     -32.2604   -0.572354   0.159211   -0.00791903   0.000135519           
HN         2   H N 1 1
  1     -27.0574   8.1726   -0.0648425   0.00280657   -4.5e-05           
HNO         3   H N O 1 1 1
  1     -57.3863   21.0936   -0.105601   0.00566616   -0.000124175           
HNO2_cis         3   H N O  1 1 2
  1     -87.4063   31.1163   -0.0702603   0.00293365   -5.55e-05           
HNO2_trans         3   H N O  1 1 2
  1     -87.3808   31.17   -0.07218   0.0030901   -5.94e-05           
HNO3         3   H N O 1 1 3
  1     -119.035   38.2942   -0.0268595   -0.000494993   3.11e-05           
HNa         2   H Na 1 1
  1     -25.1026   5.16785   -0.0360587   0.00194417   -4.3e-05           
HNaO         3   H Na O 1 1 1
  1     -54.1449   18.9413   -0.045954   0.00192794   -3.09e-05           
HO         2   H O 1 1
  1     -27.9049   11.0139   -0.0962781   0.0056506   -0.000127653           
HO-         3   H O el 1 1 1
  1     -50.958   16.3145   -0.116173   0.00302958   -2.67e-05           
HO+         3   H O el 1 1 -1
  1     -5.24344   -21.6061   0.209492   -0.0145876   0.000362192           
HO2         2   H O 1 2
  1     -57.6079   17.6926   -0.11484   0.0063241   -0.000140491           
HS         2   H S 1 1
  1     -26.9772   9.09435   -0.0788998   0.00453112   -0.000101687           
HSi         2   H Si 1 1
  1     -26.414   7.45913   -0.0375939   0.00112863   -1.14e-05           
H2         1   H 2
  1     -28.585   11.0441   -0.0492322   0.00151464   -1.54e-05           
H2-         2   H el 2 1
  1     -47.8155   6.28358   -0.0988729   0.00256818   -2.26e-05           
H2+         2   H el 2 -1
  1     -4.44248   -26.1139   0.0606546   -0.00163267   1.47e-05           
H2K2O2         3   H K O 2 2 2
  1     -139.754   43.016   -0.0500608   0.00136142   -1.64e-05           
H2Li2O2         3   H Li O 2 2 2
  1     -142.124   47.7274   -0.0416883   0.000778906   -5.95e-06           
H2MgO2         3   H Mg O 2 1 2
  1     -111.521   40.1614   -0.0403275   0.000964995   -8.85e-06           
H2N         2   H N 2 1
  1     -55.7841   18.3691   -0.110752   0.00466766   -7.4586e-05           
H2N2         2   H N 2 2
  1     -86.4368   29.1923   -0.1062   0.00451031   -8.37e-05           
H2Na2O2         3   H Na O 2 2 2
  1     -140.574   42.68   -0.037249   0.000691961   -5.17e-06           
H2O         2   H O 2 1
  1     -57.654   23.313   -0.0869177   0.00256233   -2.5543e-05           
H2O4S         3   H O S 2 4 1
  1     -178.299   59.1376   -0.0314894   0.000361687   -1.46e-06           
H2S         2   H S 2 1
  1     -55.847   18.5055   -0.0688468   0.00193172   -1.88e-05           
H3N         2   H N 3 1
  1     -85.7724   29.4205   -0.0957049   0.00261596   -2.51e-05           
H3O+         3   H O el 3 1 -1
  1     -65.2594   7.93555   -0.00665344   2.27e-05   6.45e-07           
H4N2         2   H N 4 2
  1     -141.569   42.5729   -0.0828499   0.00189077   -1.64e-05           
H4Si         2   H Si 4 1
  1     -113.32   31.8657   -0.0606477   0.00129983   -1.08e-05           
He+         2   He el 1 -1
  1     23.7401   -59.1344   0.360437   -0.0245675   0.000601983           
K+         2   K el 1 -1
  1     21.0874   -11.2943   0.0777645   -0.00203995   1.81e-05           
KO         2   K O 1 1
  1     -25.0101   6.63961   -0.021287   0.000674006   -7.04e-06           
KO-         3   K O el 1 1 1
  1     -48.9559   13.6886   -0.32439   0.021279   -0.0005142           
K2         1   K 2
  1     -22.9668   1.35858   -0.0135371   0.000724797   -1.61e-05           
K2O4S         3   K O S 2 4 1
  1     -176.703   60.6728   0.0304601   -0.00144215   1.65e-05           
Li+         2   Li el 1 -1
  1     21.1394   -13.7324   0.0792646   -0.0020838   1.85e-05           
LiN         2   Li N 1 1
  1     -25.2331   7.37471   -0.0210029   0.000635373   -6.5e-06           
LiO         2   Li O 1 1
  1     -26.1033   8.13299   -0.0398791   0.00184529   -3.1314e-05           
Mg+         2   Mg el 1 -1
  1     23.2461   -19.5684   0.200504   -0.00941108   0.000156223           
MgN         2   Mg N 1 1
  1     -24.5385   8.28955   -0.0467278   0.00291373   -6.94e-05           
MgO         2   Mg O 1 1
  1     -24.5165   7.64838   0.0519892   -0.00243957   3.87e-05           
MgS         2   Mg S 1 1
  1     -23.8458   6.33428   0.0324785   -0.00126732   1.66e-05           
N+         2   N el 1 -1
  1     22.6858   -34.8234   0.0806662   -0.0021243   1.88e-05           
NO         2   N O 1 1
  1     -28.7136   15.6668   -0.0673123   0.0039039   -8.91e-05           
NO+         3   N O el 1 1 -1
  1     -7.93223   -7.59095   0.142685   -0.00700593   0.000119104           
NO2         2   N O 1 2
  1     -59.7535   23.1867   -0.0797806   0.00435251   -9.84e-05           
NO2-         3   N O el 1 2 1
  1     -82.3804   34.4832   -0.358545   0.0228941   -0.00054895           
NO3         2   N O 1 3
  1     -91.1025   27.9075   -0.0217472   0.000359641   -3.27e-06           
NS         2   N S 1 1
  1     -27.9435   12.1292   -0.0521488   0.00234878   -3.91e-05           
NSi         2   N Si 1 1
