vacuum
lam[mu]  n       k  
       228.03421      1.00000      0.00000
       229.08677      1.00000      0.00000
       230.14418      1.00000      0.00000
       231.20648      1.00000      0.00000
       232.27368      1.00000      0.00000
       233.34581      1.00000      0.00000
       234.42288      1.00000      0.00000
       235.50493      1.00000      0.00000
       236.59197      1.00000      0.00000
       237.68403      1.00000      0.00000
       238.78113      1.00000      0.00000
       239.88329      1.00000      0.00000
       240.99054      1.00000      0.00000
       242.10290      1.00000      0.00000
       243.22040      1.00000      0.00000
       244.34306      1.00000      0.00000
       245.47089      1.00000      0.00000
       246.60393      1.00000      0.00000
       247.74221      1.00000      0.00000
       248.88573      1.00000      0.00000
       250.03454      1.00000      0.00000
       251.18864      1.00000      0.00000
       252.34808      1.00000      0.00000
       253.51286      1.00000      0.00000
       254.68303      1.00000      0.00000
       255.85859      1.00000      0.00000
       257.03958      1.00000      0.00000
       258.22602      1.00000      0.00000
       259.41794      1.00000      0.00000
       260.61535      1.00000      0.00000
       261.81830      1.00000      0.00000
       263.02680      1.00000      0.00000
       264.24088      1.00000      0.00000
       265.46056      1.00000      0.00000
       266.68587      1.00000      0.00000
       267.91683      1.00000      0.00000
       269.15348      1.00000      0.00000
       270.39584      1.00000      0.00000
       271.64393      1.00000      0.00000
       272.89778      1.00000      0.00000
       274.15742      1.00000      0.00000
       275.42287      1.00000      0.00000
       276.69416      1.00000      0.00000
       277.97133      1.00000      0.00000
       279.25438      1.00000      0.00000
       280.54336      1.00000      0.00000
       281.83829      1.00000      0.00000
       283.13920      1.00000      0.00000
       284.44611      1.00000      0.00000
       285.75905      1.00000      0.00000
       287.07806      1.00000      0.00000
       288.40315      1.00000      0.00000
       289.73436      1.00000      0.00000
       291.07171      1.00000      0.00000
       292.41524      1.00000      0.00000
       293.76497      1.00000      0.00000
       295.12092      1.00000      0.00000
       296.48314      1.00000      0.00000
       297.85164      1.00000      0.00000
       299.22646      1.00000      0.00000
       300.60763      1.00000      0.00000
       301.99517      1.00000      0.00000
       303.38912      1.00000      0.00000
       304.78950      1.00000      0.00000
       306.19634      1.00000      0.00000
       307.60968      1.00000      0.00000
       309.02954      1.00000      0.00000
       310.45596      1.00000      0.00000
       311.88896      1.00000      0.00000
       313.32857      1.00000      0.00000
       314.77483      1.00000      0.00000
       316.22777      1.00000      0.00000
       317.68741      1.00000      0.00000
       319.15379      1.00000      0.00000
       320.62693      1.00000      0.00000
       322.10688      1.00000      0.00000
       323.59366      1.00000      0.00000
       325.08730      1.00000      0.00000
       326.58783      1.00000      0.00000
       328.09529      1.00000      0.00000
       329.60971      1.00000      0.00000
       331.13112      1.00000      0.00000
       332.65955      1.00000      0.00000
       334.19504      1.00000      0.00000
       335.73761      1.00000      0.00000
       337.28731      1.00000      0.00000
       338.84416      1.00000      0.00000
       340.40819      1.00000      0.00000
       341.97944      1.00000      0.00000
       343.55795      1.00000      0.00000
       345.14374      1.00000      0.00000
       346.73685      1.00000      0.00000
       348.33732      1.00000      0.00000
       349.94517      1.00000      0.00000
       351.56044      1.00000      0.00000
       353.18317      1.00000      0.00000
       354.81339      1.00000      0.00000
       356.45113      1.00000      0.00000
       358.09644      1.00000      0.00000
       359.74934      1.00000      0.00000
       361.40986      1.00000      0.00000
       363.07805      1.00000      0.00000
       364.75395      1.00000      0.00000
       366.43757      1.00000      0.00000
       368.12897      1.00000      0.00000
       369.82818      1.00000      0.00000
       371.53523      1.00000      0.00000
       373.25016      1.00000      0.00000
       374.97300      1.00000      0.00000
       376.70380      1.00000      0.00000
       378.44258      1.00000      0.00000
       380.18940      1.00000      0.00000
       381.94427      1.00000      0.00000
       383.70725      1.00000      0.00000
       385.47836      1.00000      0.00000
       387.25764      1.00000      0.00000
       389.04514      1.00000      0.00000
       390.84090      1.00000      0.00000
       392.64494      1.00000      0.00000
       394.45730      1.00000      0.00000
       396.27803      1.00000      0.00000
       398.10717      1.00000      0.00000
       399.94475      1.00000      0.00000
       401.79081      1.00000      0.00000
       403.64539      1.00000      0.00000
       405.50854      1.00000      0.00000
       407.38028      1.00000      0.00000
       409.26066      1.00000      0.00000
       411.14972      1.00000      0.00000
       413.04750      1.00000      0.00000
       414.95404      1.00000      0.00000
       416.86938      1.00000      0.00000
       418.79357      1.00000      0.00000
       420.72663      1.00000      0.00000
       422.66861      1.00000      0.00000
       424.61956      1.00000      0.00000
       426.57952      1.00000      0.00000
       428.54852      1.00000      0.00000
       430.52661      1.00000      0.00000
       432.51383      1.00000      0.00000
       434.51022      1.00000      0.00000
       436.51583      1.00000      0.00000
       438.53070      1.00000      0.00000
       440.55486      1.00000      0.00000
       442.58837      1.00000      0.00000
       444.63127      1.00000      0.00000
       446.68359      1.00000      0.00000
       448.74539      1.00000      0.00000
       450.81670      1.00000      0.00000
       452.89758      1.00000      0.00000
       454.98806      1.00000      0.00000
       457.08819      1.00000      0.00000
       459.19801      1.00000      0.00000
       461.31757      1.00000      0.00000
       463.44692      1.00000      0.00000
       465.58609      1.00000      0.00000
       467.73514      1.00000      0.00000
       469.89411      1.00000      0.00000
       472.06304      1.00000      0.00000
       474.24199      1.00000      0.00000
       476.43099      1.00000      0.00000
       478.63009      1.00000      0.00000
       480.83935      1.00000      0.00000
       483.05880      1.00000      0.00000
       485.28850      1.00000      0.00000
       487.52849      1.00000      0.00000
       489.77882      1.00000      0.00000
       492.03954      1.00000      0.00000
       494.31069      1.00000      0.00000
       496.59232      1.00000      0.00000
       498.88449      1.00000      0.00000
       501.18723      1.00000      0.00000
       503.50061      1.00000      0.00000
       505.82466      1.00000      0.00000
       508.15944      1.00000      0.00000
       510.50500      1.00000      0.00000
       512.86138      1.00000      0.00000
       515.22864      1.00000      0.00000
       517.60683      1.00000      0.00000
       519.99600      1.00000      0.00000
       522.39619      1.00000      0.00000
       524.80746      1.00000      0.00000
       527.22986      1.00000      0.00000
       529.66344      1.00000      0.00000
       532.10826      1.00000      0.00000
       534.56436      1.00000      0.00000
       537.03180      1.00000      0.00000
       539.51062      1.00000      0.00000
       542.00089      1.00000      0.00000
       544.50265      1.00000      0.00000
       547.01596      1.00000      0.00000
       549.54087      1.00000      0.00000
       552.07744      1.00000      0.00000
       554.62571      1.00000      0.00000
       557.18575      1.00000      0.00000
       559.75760      1.00000      0.00000
       562.34133      1.00000      0.00000
       564.93697      1.00000      0.00000
       567.54461      1.00000      0.00000
       570.16427      1.00000      0.00000
       572.79603      1.00000      0.00000
       575.43994      1.00000      0.00000
       578.09605      1.00000      0.00000
       580.76442      1.00000      0.00000
       583.44510      1.00000      0.00000
       586.13816      1.00000      0.00000
       588.84366      1.00000      0.00000
       591.56163      1.00000      0.00000
       594.29216      1.00000      0.00000
       597.03529      1.00000      0.00000
       599.79108      1.00000      0.00000
       602.55959      1.00000      0.00000
       605.34087      1.00000      0.00000
       608.13500      1.00000      0.00000
       610.94202      1.00000      0.00000
       613.76201      1.00000      0.00000
       616.59500      1.00000      0.00000
       619.44108      1.00000      0.00000
       622.30029      1.00000      0.00000
       625.17269      1.00000      0.00000
       628.05836      1.00000      0.00000
       630.95734      1.00000      0.00000
       633.86971      1.00000      0.00000
       636.79552      1.00000      0.00000
       639.73484      1.00000      0.00000
       642.68772      1.00000      0.00000
       645.65423      1.00000      0.00000
       648.63443      1.00000      0.00000
       651.62839      1.00000      0.00000
       654.63617      1.00000      0.00000
       657.65784      1.00000      0.00000
       660.69345      1.00000      0.00000
       663.74307      1.00000      0.00000
       666.80677      1.00000      0.00000
       669.88461      1.00000      0.00000
       672.97666      1.00000      0.00000
       676.08298      1.00000      0.00000
       679.20363      1.00000      0.00000
       682.33869      1.00000      0.00000
       685.48823      1.00000      0.00000
       688.65230      1.00000      0.00000
       691.83097      1.00000      0.00000
       695.02432      1.00000      0.00000
       698.23240      1.00000      0.00000
       701.45530      1.00000      0.00000
       704.69307      1.00000      0.00000
       707.94578      1.00000      0.00000
       711.21351      1.00000      0.00000
       714.49633      1.00000      0.00000
       717.79429      1.00000      0.00000
       721.10748      1.00000      0.00000
       724.43596      1.00000      0.00000
       727.77980      1.00000      0.00000
       731.13908      1.00000      0.00000
       734.51387      1.00000      0.00000
       737.90423      1.00000      0.00000
       741.31024      1.00000      0.00000
       744.73197      1.00000      0.00000
       748.16950      1.00000      0.00000
       751.62289      1.00000      0.00000
       755.09223      1.00000      0.00000
       758.57758      1.00000      0.00000
       762.07901      1.00000      0.00000
       765.59661      1.00000      0.00000
       769.13044      1.00000      0.00000
       772.68059      1.00000      0.00000
       776.24712      1.00000      0.00000
       779.83011      1.00000      0.00000
       783.42964      1.00000      0.00000
       787.04579      1.00000      0.00000
       790.67863      1.00000      0.00000
       794.32823      1.00000      0.00000
       797.99469      1.00000      0.00000
       801.67806      1.00000      0.00000
       805.37844      1.00000      0.00000
       809.09590      1.00000      0.00000
       812.83052      1.00000      0.00000
       816.58237      1.00000      0.00000
       820.35154      1.00000      0.00000
       824.13812      1.00000      0.00000
       827.94216      1.00000      0.00000
       831.76377      1.00000      0.00000
       835.60302      1.00000      0.00000
       839.45999      1.00000      0.00000
       843.33476      1.00000      0.00000
       847.22741      1.00000      0.00000
       851.13804      1.00000      0.00000
       855.06671      1.00000      0.00000
       859.01352      1.00000      0.00000
       862.97855      1.00000      0.00000
       866.96188      1.00000      0.00000
       870.96359      1.00000      0.00000
       874.98378      1.00000      0.00000
       879.02252      1.00000      0.00000
       883.07990      1.00000      0.00000
       887.15601      1.00000      0.00000
       891.25094      1.00000      0.00000
       895.36477      1.00000      0.00000
       899.49758      1.00000      0.00000
       903.64947      1.00000      0.00000
       907.82053      1.00000      0.00000
       912.01084      1.00000      0.00000
       916.22049      1.00000      0.00000
       920.44957      1.00000      0.00000
       924.69817      1.00000      0.00000
       928.96639      1.00000      0.00000
       933.25430      1.00000      0.00000
       937.56201      1.00000      0.00000
       941.88960      1.00000      0.00000
       946.23716      1.00000      0.00000
       950.60479      1.00000      0.00000
       954.99259      1.00000      0.00000
       959.40063      1.00000      0.00000
       963.82902      1.00000      0.00000
       968.27786      1.00000      0.00000
       972.74722      1.00000      0.00000
       977.23722      1.00000      0.00000
       981.74794      1.00000      0.00000
       986.27949      1.00000      0.00000
       990.83194      1.00000      0.00000
       995.40542      1.00000      0.00000
       1000.0000      1.00000      0.00000
