vacuum
lam[mu]  n       k  
       4.3052661      1.00000      0.00000
       4.3251383      1.00000      0.00000
       4.3451022      1.00000      0.00000
       4.3651583      1.00000      0.00000
       4.3853070      1.00000      0.00000
       4.4055486      1.00000      0.00000
       4.4258837      1.00000      0.00000
       4.4463127      1.00000      0.00000
       4.4668359      1.00000      0.00000
       4.4874539      1.00000      0.00000
       4.5081670      1.00000      0.00000
       4.5289758      1.00000      0.00000
       4.5498806      1.00000      0.00000
       4.5708819      1.00000      0.00000
       4.5919801      1.00000      0.00000
       4.6131757      1.00000      0.00000
       4.6344692      1.00000      0.00000
       4.6558609      1.00000      0.00000
       4.6773514      1.00000      0.00000
       4.6989411      1.00000      0.00000
       4.7206304      1.00000      0.00000
       4.7424199      1.00000      0.00000
       4.7643099      1.00000      0.00000
       4.7863009      1.00000      0.00000
       4.8083935      1.00000      0.00000
       4.8305880      1.00000      0.00000
       4.8528850      1.00000      0.00000
       4.8752849      1.00000      0.00000
       4.8977882      1.00000      0.00000
       4.9203954      1.00000      0.00000
       4.9431069      1.00000      0.00000
       4.9659232      1.00000      0.00000
       4.9888449      1.00000      0.00000
       5.0118723      1.00000      0.00000
       5.0350061      1.00000      0.00000
       5.0582466      1.00000      0.00000
       5.0815944      1.00000      0.00000
       5.1050500      1.00000      0.00000
       5.1286138      1.00000      0.00000
       5.1522864      1.00000      0.00000
       5.1760683      1.00000      0.00000
       5.1999600      1.00000      0.00000
       5.2239619      1.00000      0.00000
       5.2480746      1.00000      0.00000
       5.2722986      1.00000      0.00000
       5.2966344      1.00000      0.00000
       5.3210826      1.00000      0.00000
       5.3456436      1.00000      0.00000
       5.3703180      1.00000      0.00000
       5.3951062      1.00000      0.00000
       5.4200089      1.00000      0.00000
       5.4450265      1.00000      0.00000
       5.4701596      1.00000      0.00000
       5.4954087      1.00000      0.00000
       5.5207744      1.00000      0.00000
       5.5462571      1.00000      0.00000
       5.5718575      1.00000      0.00000
       5.5975760      1.00000      0.00000
       5.6234133      1.00000      0.00000
       5.6493697      1.00000      0.00000
       5.6754461      1.00000      0.00000
       5.7016427      1.00000      0.00000
       5.7279603      1.00000      0.00000
       5.7543994      1.00000      0.00000
       5.7809605      1.00000      0.00000
       5.8076442      1.00000      0.00000
       5.8344510      1.00000      0.00000
       5.8613816      1.00000      0.00000
       5.8884366      1.00000      0.00000
       5.9156163      1.00000      0.00000
       5.9429216      1.00000      0.00000
       5.9703529      1.00000      0.00000
       5.9979108      1.00000      0.00000
       6.0255959      1.00000      0.00000
       6.0534087      1.00000      0.00000
       6.0813500      1.00000      0.00000
       6.1094202      1.00000      0.00000
       6.1376201      1.00000      0.00000
       6.1659500      1.00000      0.00000
       6.1944108      1.00000      0.00000
       6.2230029      1.00000      0.00000
       6.2517269      1.00000      0.00000
       6.2805836      1.00000      0.00000
       6.3095734      1.00000      0.00000
       6.3386971      1.00000      0.00000
       6.3679552      1.00000      0.00000
       6.3973484      1.00000      0.00000
       6.4268772      1.00000      0.00000
       6.4565423      1.00000      0.00000
       6.4863443      1.00000      0.00000
       6.5162839      1.00000      0.00000
       6.5463617      1.00000      0.00000
       6.5765784      1.00000      0.00000
       6.6069345      1.00000      0.00000
       6.6374307      1.00000      0.00000
       6.6680677      1.00000      0.00000
       6.6988461      1.00000      0.00000
       6.7297666      1.00000      0.00000
       6.7608298      1.00000      0.00000
       6.7920363      1.00000      0.00000
       6.8233869      1.00000      0.00000
       6.8548823      1.00000      0.00000
       6.8865230      1.00000      0.00000
       6.9183097      1.00000      0.00000
       6.9502432      1.00000      0.00000
       6.9823240      1.00000      0.00000
       7.0145530      1.00000      0.00000
       7.0469307      1.00000      0.00000
       7.0794578      1.00000      0.00000
       7.1121351      1.00000      0.00000
       7.1449633      1.00000      0.00000
       7.1779429      1.00000      0.00000
       7.2110748      1.00000      0.00000
       7.2443596      1.00000      0.00000
       7.2777980      1.00000      0.00000
       7.3113908      1.00000      0.00000
       7.3451387      1.00000      0.00000
       7.3790423      1.00000      0.00000
       7.4131024      1.00000      0.00000
       7.4473197      1.00000      0.00000
       7.4816950      1.00000      0.00000
       7.5162289      1.00000      0.00000
       7.5509223      1.00000      0.00000
       7.5857758      1.00000      0.00000
       7.6207901      1.00000      0.00000
       7.6559661      1.00000      0.00000
       7.6913044      1.00000      0.00000
       7.7268059      1.00000      0.00000
       7.7624712      1.00000      0.00000
       7.7983011      1.00000      0.00000
       7.8342964      1.00000      0.00000
       7.8704579      1.00000      0.00000
       7.9067863      1.00000      0.00000
       7.9432823      1.00000      0.00000
       7.9799469      1.00000      0.00000
       8.0167806      1.00000      0.00000
       8.0537844      1.00000      0.00000
       8.0909590      1.00000      0.00000
       8.1283052      1.00000      0.00000
       8.1658237      1.00000      0.00000
       8.2035154      1.00000      0.00000
       8.2413812      1.00000      0.00000
       8.2794216      1.00000      0.00000
       8.3176377      1.00000      0.00000
       8.3560302      1.00000      0.00000
       8.3945999      1.00000      0.00000
       8.4333476      1.00000      0.00000
       8.4722741      1.00000      0.00000
       8.5113804      1.00000      0.00000
       8.5506671      1.00000      0.00000
       8.5901352      1.00000      0.00000
       8.6297855      1.00000      0.00000
       8.6696188      1.00000      0.00000
       8.7096359      1.00000      0.00000
       8.7498378      1.00000      0.00000
       8.7902252      1.00000      0.00000
       8.8307990      1.00000      0.00000
       8.8715601      1.00000      0.00000
       8.9125094      1.00000      0.00000
       8.9536477      1.00000      0.00000
       8.9949758      1.00000      0.00000
       9.0364947      1.00000      0.00000
       9.0782053      1.00000      0.00000
       9.1201084      1.00000      0.00000
       9.1622049      1.00000      0.00000
       9.2044957      1.00000      0.00000
       9.2469817      1.00000      0.00000
       9.2896639      1.00000      0.00000
       9.3325430      1.00000      0.00000
       9.3756201      1.00000      0.00000
       9.4188960      1.00000      0.00000
       9.4623716      1.00000      0.00000
       9.5060479      1.00000      0.00000
       9.5499259      1.00000      0.00000
       9.5940063      1.00000      0.00000
       9.6382902      1.00000      0.00000
       9.6827786      1.00000      0.00000
       9.7274722      1.00000      0.00000
       9.7723722      1.00000      0.00000
       9.8174794      1.00000      0.00000
       9.8627949      1.00000      0.00000
       9.9083194      1.00000      0.00000
       9.9540542      1.00000      0.00000
       10.000000      1.00000      0.00000
       10.046158      1.00000      0.00000
       10.092529      1.00000      0.00000
       10.139114      1.00000      0.00000
       10.185914      1.00000      0.00000
       10.232930      1.00000      0.00000
       10.280163      1.00000      0.00000
       10.327614      1.00000      0.00000
       10.375284      1.00000      0.00000
       10.423174      1.00000      0.00000
       10.471285      1.00000      0.00000
       10.519619      1.00000      0.00000
       10.568175      1.00000      0.00000
       10.616956      1.00000      0.00000
       10.665961      1.00000      0.00000
       10.715193      1.00000      0.00000
       10.764652      1.00000      0.00000
       10.814340      1.00000      0.00000
       10.864256      1.00000      0.00000
       10.914403      1.00000      0.00000
       10.964782      1.00000      0.00000
       11.015393      1.00000      0.00000
       11.066238      1.00000      0.00000
       11.117317      1.00000      0.00000
       11.168632      1.00000      0.00000
       11.220185      1.00000      0.00000
       11.271975      1.00000      0.00000
       11.324004      1.00000      0.00000
       11.376273      1.00000      0.00000
       11.428783      1.00000      0.00000
       11.481536      1.00000      0.00000
       11.534533      1.00000      0.00000
       11.587774      1.00000      0.00000
       11.641260      1.00000      0.00000
       11.694994      1.00000      0.00000
       11.748976      1.00000      0.00000
       11.803206      1.00000      0.00000
       11.857687      1.00000      0.00000
       11.912420      1.00000      0.00000
       11.967405      1.00000      0.00000
       12.022644      1.00000      0.00000
       12.078138      1.00000      0.00000
       12.133889      1.00000      0.00000
       12.189896      1.00000      0.00000
       12.246162      1.00000      0.00000
       12.302688      1.00000      0.00000
       12.359474      1.00000      0.00000
       12.416523      1.00000      0.00000
       12.473835      1.00000      0.00000
       12.531412      1.00000      0.00000
       12.589254      1.00000      0.00000
       12.647363      1.00000      0.00000
       12.705741      1.00000      0.00000
       12.764388      1.00000      0.00000
       12.823306      1.00000      0.00000
       12.882496      1.00000      0.00000
       12.941958      1.00000      0.00000
       13.001696      1.00000      0.00000
       13.061709      1.00000      0.00000
       13.121999      1.00000      0.00000
       13.182567      1.00000      0.00000
       13.243415      1.00000      0.00000
       13.304544      1.00000      0.00000
       13.365955      1.00000      0.00000
       13.427650      1.00000      0.00000
       13.489629      1.00000      0.00000
       13.551894      1.00000      0.00000
       13.614447      1.00000      0.00000
       13.677288      1.00000      0.00000
       13.740420      1.00000      0.00000
       13.803843      1.00000      0.00000
       13.867558      1.00000      0.00000
       13.931568      1.00000      0.00000
       13.995873      1.00000      0.00000
       14.060475      1.00000      0.00000
       14.125375      1.00000      0.00000
       14.190575      1.00000      0.00000
       14.256076      1.00000      0.00000
       14.321879      1.00000      0.00000
       14.387986      1.00000      0.00000
       14.454398      1.00000      0.00000
       14.521116      1.00000      0.00000
       14.588143      1.00000      0.00000
       14.655478      1.00000      0.00000
       14.723125      1.00000      0.00000
       14.791084      1.00000      0.00000
       14.859356      1.00000      0.00000
       14.927944      1.00000      0.00000
       14.996848      1.00000      0.00000
       15.066071      1.00000      0.00000
       15.135612      1.00000      0.00000
       15.205475      1.00000      0.00000
       15.275661      1.00000      0.00000
       15.346170      1.00000      0.00000
       15.417005      1.00000      0.00000
       15.488166      1.00000      0.00000
       15.559656      1.00000      0.00000
       15.631476      1.00000      0.00000
       15.703628      1.00000      0.00000
       15.776113      1.00000      0.00000
       15.848932      1.00000      0.00000
       15.922087      1.00000      0.00000
       15.995580      1.00000      0.00000
       16.069413      1.00000      0.00000
       16.143586      1.00000      0.00000
       16.218101      1.00000      0.00000
       16.292960      1.00000      0.00000
       16.368165      1.00000      0.00000
       16.443717      1.00000      0.00000
       16.519618      1.00000      0.00000
       16.595869      1.00000      0.00000
       16.672472      1.00000      0.00000
       16.749429      1.00000      0.00000
       16.826741      1.00000      0.00000
       16.904409      1.00000      0.00000
       16.982437      1.00000      0.00000
       17.060824      1.00000      0.00000
       17.139573      1.00000      0.00000
       17.218686      1.00000      0.00000
       17.298164      1.00000      0.00000
       17.378008      1.00000      0.00000
       17.458222      1.00000      0.00000
       17.538805      1.00000      0.00000
       17.619760      1.00000      0.00000
       17.701090      1.00000      0.00000
       17.782794      1.00000      0.00000
       17.864876      1.00000      0.00000
       17.947336      1.00000      0.00000
       18.030177      1.00000      0.00000
       18.113401      1.00000      0.00000
       18.197009      1.00000      0.00000
       18.281002      1.00000      0.00000
       18.365383      1.00000      0.00000
       18.450154      1.00000      0.00000
       18.535316      1.00000      0.00000
       18.620871      1.00000      0.00000
       18.706821      1.00000      0.00000
       18.793168      1.00000      0.00000
       18.879913      1.00000      0.00000
       18.967059      1.00000      0.00000
       19.054607      1.00000      0.00000
       19.142559      1.00000      0.00000
       19.230917      1.00000      0.00000
       19.319683      1.00000      0.00000
       19.408859      1.00000      0.00000
       19.498446      1.00000      0.00000
       19.588447      1.00000      0.00000
       19.678863      1.00000      0.00000
       19.769696      1.00000      0.00000
       19.860949      1.00000      0.00000
       19.952623      1.00000      0.00000
       20.044720      1.00000      0.00000
       20.137242      1.00000      0.00000
       20.230192      1.00000      0.00000
       20.323570      1.00000      0.00000
       20.417379      1.00000      0.00000
       20.511622      1.00000      0.00000
       20.606299      1.00000      0.00000
       20.701413      1.00000      0.00000
       20.796967      1.00000      0.00000
       20.892961      1.00000      0.00000
       20.989399      1.00000      0.00000
       21.086281      1.00000      0.00000
       21.183611      1.00000      0.00000
       21.281390      1.00000      0.00000
       21.379621      1.00000      0.00000
       21.478305      1.00000      0.00000
       21.577444      1.00000      0.00000
       21.677041      1.00000      0.00000
       21.777098      1.00000      0.00000
       21.877616      1.00000      0.00000
       21.978599      1.00000      0.00000
       22.080047      1.00000      0.00000
       22.181964      1.00000      0.00000
       22.284351      1.00000      0.00000
       22.387211      1.00000      0.00000
       22.490546      1.00000      0.00000
       22.594358      1.00000      0.00000
       22.698649      1.00000      0.00000
       22.803421      1.00000      0.00000
       22.908677      1.00000      0.00000
       23.014418      1.00000      0.00000
       23.120648      1.00000      0.00000
       23.227368      1.00000      0.00000
       23.334581      1.00000      0.00000
       23.442288      1.00000      0.00000
       23.550493      1.00000      0.00000
       23.659197      1.00000      0.00000
       23.768403      1.00000      0.00000
       23.878113      1.00000      0.00000
       23.988329      1.00000      0.00000
       24.099054      1.00000      0.00000
       24.210290      1.00000      0.00000
       24.322040      1.00000      0.00000
       24.434306      1.00000      0.00000
       24.547089      1.00000      0.00000
       24.660393      1.00000      0.00000
       24.774221      1.00000      0.00000
       24.888573      1.00000      0.00000
       25.003454      1.00000      0.00000
       25.118864      1.00000      0.00000
       25.234808      1.00000      0.00000
       25.351286      1.00000      0.00000
       25.468303      1.00000      0.00000
       25.585859      1.00000      0.00000
       25.703958      1.00000      0.00000
       25.822602      1.00000      0.00000
       25.941794      1.00000      0.00000
       26.061535      1.00000      0.00000
       26.181830      1.00000      0.00000
       26.302680      1.00000      0.00000
       26.424088      1.00000      0.00000
       26.546056      1.00000      0.00000
       26.668587      1.00000      0.00000
       26.791683      1.00000      0.00000
       26.915348      1.00000      0.00000
       27.039584      1.00000      0.00000
       27.164393      1.00000      0.00000
       27.289778      1.00000      0.00000
       27.415742      1.00000      0.00000
       27.542287      1.00000      0.00000
       27.669416      1.00000      0.00000
       27.797133      1.00000      0.00000
       27.925438      1.00000      0.00000
       28.054336      1.00000      0.00000
       28.183829      1.00000      0.00000
       28.313920      1.00000      0.00000
       28.444611      1.00000      0.00000
       28.575905      1.00000      0.00000
       28.707806      1.00000      0.00000
       28.840315      1.00000      0.00000
       28.973436      1.00000      0.00000
       29.107171      1.00000      0.00000
       29.241524      1.00000      0.00000
       29.376497      1.00000      0.00000
       29.512092      1.00000      0.00000
       29.648314      1.00000      0.00000
       29.785164      1.00000      0.00000
       29.922646      1.00000      0.00000
       30.060763      1.00000      0.00000
       30.199517      1.00000      0.00000
       30.338912      1.00000      0.00000
       30.478950      1.00000      0.00000
       30.619634      1.00000      0.00000
       30.760968      1.00000      0.00000
       30.902954      1.00000      0.00000
       31.045596      1.00000      0.00000
       31.188896      1.00000      0.00000
       31.332857      1.00000      0.00000
       31.477483      1.00000      0.00000
       31.622777      1.00000      0.00000
       31.768741      1.00000      0.00000
       31.915379      1.00000      0.00000
       32.062693      1.00000      0.00000
       32.210688      1.00000      0.00000
       32.359366      1.00000      0.00000
       32.508730      1.00000      0.00000
       32.658783      1.00000      0.00000
       32.809529      1.00000      0.00000
       32.960971      1.00000      0.00000
       33.113112      1.00000      0.00000
       33.265955      1.00000      0.00000
       33.419504      1.00000      0.00000
       33.573761      1.00000      0.00000
       33.728731      1.00000      0.00000
       33.884416      1.00000      0.00000
       34.040819      1.00000      0.00000
       34.197944      1.00000      0.00000
       34.355795      1.00000      0.00000
       34.514374      1.00000      0.00000
       34.673685      1.00000      0.00000
       34.833732      1.00000      0.00000
       34.994517      1.00000      0.00000
       35.156044      1.00000      0.00000
       35.318317      1.00000      0.00000
       35.481339      1.00000      0.00000
       35.645113      1.00000      0.00000
       35.809644      1.00000      0.00000
       35.974934      1.00000      0.00000
       36.140986      1.00000      0.00000
       36.307805      1.00000      0.00000
       36.475395      1.00000      0.00000
       36.643757      1.00000      0.00000
       36.812897      1.00000      0.00000
       36.982818      1.00000      0.00000
       37.153523      1.00000      0.00000
       37.325016      1.00000      0.00000
       37.497300      1.00000      0.00000
       37.670380      1.00000      0.00000
       37.844258      1.00000      0.00000
       38.018940      1.00000      0.00000
       38.194427      1.00000      0.00000
       38.370725      1.00000      0.00000
       38.547836      1.00000      0.00000
       38.725764      1.00000      0.00000
       38.904514      1.00000      0.00000
       39.084090      1.00000      0.00000
       39.264494      1.00000      0.00000
       39.445730      1.00000      0.00000
       39.627803      1.00000      0.00000
       39.810717      1.00000      0.00000
       39.994475      1.00000      0.00000
       40.179081      1.00000      0.00000
       40.364539      1.00000      0.00000
       40.550854      1.00000      0.00000
       40.738028      1.00000      0.00000
       40.926066      1.00000      0.00000
       41.114972      1.00000      0.00000
       41.304750      1.00000      0.00000
       41.495404      1.00000      0.00000
       41.686938      1.00000      0.00000
       41.879357      1.00000      0.00000
       42.072663      1.00000      0.00000
       42.266861      1.00000      0.00000
       42.461956      1.00000      0.00000
       42.657952      1.00000      0.00000
       42.854852      1.00000      0.00000
       43.052661      1.00000      0.00000
       43.251383      1.00000      0.00000
       43.451022      1.00000      0.00000
       43.651583      1.00000      0.00000
       43.853070      1.00000      0.00000
       44.055486      1.00000      0.00000
       44.258837      1.00000      0.00000
       44.463127      1.00000      0.00000
       44.668359      1.00000      0.00000
       44.874539      1.00000      0.00000
       45.081670      1.00000      0.00000
       45.289758      1.00000      0.00000
       45.498806      1.00000      0.00000
       45.708819      1.00000      0.00000
       45.919801      1.00000      0.00000
       46.131757      1.00000      0.00000
       46.344692      1.00000      0.00000
       46.558609      1.00000      0.00000
       46.773514      1.00000      0.00000
       46.989411      1.00000      0.00000
       47.206304      1.00000      0.00000
       47.424199      1.00000      0.00000
       47.643099      1.00000      0.00000
       47.863009      1.00000      0.00000
       48.083935      1.00000      0.00000
       48.305880      1.00000      0.00000
       48.528850      1.00000      0.00000
       48.752849      1.00000      0.00000
       48.977882      1.00000      0.00000
       49.203954      1.00000      0.00000
       49.431069      1.00000      0.00000
       49.659232      1.00000      0.00000
       49.888449      1.00000      0.00000
       50.118723      1.00000      0.00000
       50.350061      1.00000      0.00000
       50.582466      1.00000      0.00000
       50.815944      1.00000      0.00000
       51.050500      1.00000      0.00000
       51.286138      1.00000      0.00000
       51.522864      1.00000      0.00000
       51.760683      1.00000      0.00000
       51.999600      1.00000      0.00000
       52.239619      1.00000      0.00000
       52.480746      1.00000      0.00000
       52.722986      1.00000      0.00000
       52.966344      1.00000      0.00000
       53.210826      1.00000      0.00000
       53.456436      1.00000      0.00000
       53.703180      1.00000      0.00000
       53.951062      1.00000      0.00000
       54.200089      1.00000      0.00000
       54.450265      1.00000      0.00000
       54.701596      1.00000      0.00000
       54.954087      1.00000      0.00000
       55.207744      1.00000      0.00000
       55.462571      1.00000      0.00000
       55.718575      1.00000      0.00000
       55.975760      1.00000      0.00000
       56.234133      1.00000      0.00000
       56.493697      1.00000      0.00000
       56.754461      1.00000      0.00000
       57.016427      1.00000      0.00000
       57.279603      1.00000      0.00000
       57.543994      1.00000      0.00000
       57.809605      1.00000      0.00000
       58.076442      1.00000      0.00000
       58.344510      1.00000      0.00000
       58.613816      1.00000      0.00000
       58.884366      1.00000      0.00000
       59.156163      1.00000      0.00000
       59.429216      1.00000      0.00000
       59.703529      1.00000      0.00000
       59.979108      1.00000      0.00000
       60.255959      1.00000      0.00000
       60.534087      1.00000      0.00000
       60.813500      1.00000      0.00000
       61.094202      1.00000      0.00000
       61.376201      1.00000      0.00000
       61.659500      1.00000      0.00000
       61.944108      1.00000      0.00000
       62.230029      1.00000      0.00000
       62.517269      1.00000      0.00000
       62.805836      1.00000      0.00000
       63.095734      1.00000      0.00000
       63.386971      1.00000      0.00000
       63.679552      1.00000      0.00000
       63.973484      1.00000      0.00000
       64.268772      1.00000      0.00000
       64.565423      1.00000      0.00000
       64.863443      1.00000      0.00000
       65.162839      1.00000      0.00000
       65.463617      1.00000      0.00000
       65.765784      1.00000      0.00000
       66.069345      1.00000      0.00000
       66.374307      1.00000      0.00000
       66.680677      1.00000      0.00000
       66.988461      1.00000      0.00000
       67.297666      1.00000      0.00000
       67.608298      1.00000      0.00000
       67.920363      1.00000      0.00000
       68.233869      1.00000      0.00000
       68.548823      1.00000      0.00000
       68.865230      1.00000      0.00000
       69.183097      1.00000      0.00000
       69.502432      1.00000      0.00000
       69.823240      1.00000      0.00000
       70.145530      1.00000      0.00000
       70.469307      1.00000      0.00000
       70.794578      1.00000      0.00000
       71.121351      1.00000      0.00000
       71.449633      1.00000      0.00000
       71.779429      1.00000      0.00000
       72.110748      1.00000      0.00000
       72.443596      1.00000      0.00000
       72.777980      1.00000      0.00000
       73.113908      1.00000      0.00000
       73.451387      1.00000      0.00000
       73.790423      1.00000      0.00000
       74.131024      1.00000      0.00000
       74.473197      1.00000      0.00000
       74.816950      1.00000      0.00000
       75.162289      1.00000      0.00000
       75.509223      1.00000      0.00000
       75.857758      1.00000      0.00000
       76.207901      1.00000      0.00000
       76.559661      1.00000      0.00000
       76.913044      1.00000      0.00000
       77.268059      1.00000      0.00000
       77.624712      1.00000      0.00000
       77.983011      1.00000      0.00000
       78.342964      1.00000      0.00000
       78.704579      1.00000      0.00000
       79.067863      1.00000      0.00000
       79.432823      1.00000      0.00000
       79.799469      1.00000      0.00000
       80.167806      1.00000      0.00000
       80.537844      1.00000      0.00000
       80.909590      1.00000      0.00000
       81.283052      1.00000      0.00000
       81.658237      1.00000      0.00000
       82.035154      1.00000      0.00000
       82.413812      1.00000      0.00000
       82.794216      1.00000      0.00000
       83.176377      1.00000      0.00000
       83.560302      1.00000      0.00000
       83.945999      1.00000      0.00000
       84.333476      1.00000      0.00000
       84.722741      1.00000      0.00000
       85.113804      1.00000      0.00000
       85.506671      1.00000      0.00000
       85.901352      1.00000      0.00000
       86.297855      1.00000      0.00000
       86.696188      1.00000      0.00000
       87.096359      1.00000      0.00000
       87.498378      1.00000      0.00000
       87.902252      1.00000      0.00000
       88.307990      1.00000      0.00000
       88.715601      1.00000      0.00000
       89.125094      1.00000      0.00000
       89.536477      1.00000      0.00000
       89.949758      1.00000      0.00000
       90.364947      1.00000      0.00000
       90.782053      1.00000      0.00000
       91.201084      1.00000      0.00000
       91.622049      1.00000      0.00000
       92.044957      1.00000      0.00000
       92.469817      1.00000      0.00000
       92.896639      1.00000      0.00000
       93.325430      1.00000      0.00000
       93.756201      1.00000      0.00000
       94.188960      1.00000      0.00000
       94.623716      1.00000      0.00000
       95.060479      1.00000      0.00000
       95.499259      1.00000      0.00000
       95.940063      1.00000      0.00000
       96.382902      1.00000      0.00000
       96.827786      1.00000      0.00000
       97.274722      1.00000      0.00000
       97.723722      1.00000      0.00000
       98.174794      1.00000      0.00000
       98.627949      1.00000      0.00000
       99.083194      1.00000      0.00000
       99.540542      1.00000      0.00000
       100.00000      1.00000      0.00000
       100.46158      1.00000      0.00000
       100.92529      1.00000      0.00000
       101.39114      1.00000      0.00000
       101.85914      1.00000      0.00000
       102.32930      1.00000      0.00000
       102.80163      1.00000      0.00000
       103.27614      1.00000      0.00000
       103.75284      1.00000      0.00000
       104.23174      1.00000      0.00000
       104.71285      1.00000      0.00000
       105.19619      1.00000      0.00000
       105.68175      1.00000      0.00000
       106.16956      1.00000      0.00000
       106.65961      1.00000      0.00000
       107.15193      1.00000      0.00000
       107.64652      1.00000      0.00000
       108.14340      1.00000      0.00000
       108.64256      1.00000      0.00000
       109.14403      1.00000      0.00000
       109.64782      1.00000      0.00000
       110.15393      1.00000      0.00000
       110.66238      1.00000      0.00000
       111.17317      1.00000      0.00000
       111.68632      1.00000      0.00000
       112.20185      1.00000      0.00000
       112.71975      1.00000      0.00000
       113.24004      1.00000      0.00000
       113.76273      1.00000      0.00000
       114.28783      1.00000      0.00000
       114.81536      1.00000      0.00000
       115.34533      1.00000      0.00000
       115.87774      1.00000      0.00000
       116.41260      1.00000      0.00000
       116.94994      1.00000      0.00000
       117.48976      1.00000      0.00000
       118.03206      1.00000      0.00000
       118.57687      1.00000      0.00000
       119.12420      1.00000      0.00000
       119.67405      1.00000      0.00000
       120.22644      1.00000      0.00000
       120.78138      1.00000      0.00000
       121.33889      1.00000      0.00000
       121.89896      1.00000      0.00000
       122.46162      1.00000      0.00000
       123.02688      1.00000      0.00000
       123.59474      1.00000      0.00000
       124.16523      1.00000      0.00000
       124.73835      1.00000      0.00000
       125.31412      1.00000      0.00000
       125.89254      1.00000      0.00000
       126.47363      1.00000      0.00000
       127.05741      1.00000      0.00000
       127.64388      1.00000      0.00000
       128.23306      1.00000      0.00000
       128.82496      1.00000      0.00000
       129.41958      1.00000      0.00000
       130.01696      1.00000      0.00000
       130.61709      1.00000      0.00000
       131.21999      1.00000      0.00000
       131.82567      1.00000      0.00000
       132.43415      1.00000      0.00000
       133.04544      1.00000      0.00000
       133.65955      1.00000      0.00000
       134.27650      1.00000      0.00000
       134.89629      1.00000      0.00000
       135.51894      1.00000      0.00000
       136.14447      1.00000      0.00000
       136.77288      1.00000      0.00000
       137.40420      1.00000      0.00000
       138.03843      1.00000      0.00000
       138.67558      1.00000      0.00000
       139.31568      1.00000      0.00000
       139.95873      1.00000      0.00000
       140.60475      1.00000      0.00000
       141.25375      1.00000      0.00000
       141.90575      1.00000      0.00000
       142.56076      1.00000      0.00000
       143.21879      1.00000      0.00000
       143.87986      1.00000      0.00000
       144.54398      1.00000      0.00000
       145.21116      1.00000      0.00000
       145.88143      1.00000      0.00000
       146.55478      1.00000      0.00000
       147.23125      1.00000      0.00000
       147.91084      1.00000      0.00000
       148.59356      1.00000      0.00000
       149.27944      1.00000      0.00000
       149.96848      1.00000      0.00000
       150.66071      1.00000      0.00000
       151.35612      1.00000      0.00000
       152.05475      1.00000      0.00000
       152.75661      1.00000      0.00000
       153.46170      1.00000      0.00000
       154.17005      1.00000      0.00000
       154.88166      1.00000      0.00000
       155.59656      1.00000      0.00000
       156.31476      1.00000      0.00000
       157.03628      1.00000      0.00000
       157.76113      1.00000      0.00000
       158.48932      1.00000      0.00000
       159.22087      1.00000      0.00000
       159.95580      1.00000      0.00000
       160.69413      1.00000      0.00000
       161.43586      1.00000      0.00000
       162.18101      1.00000      0.00000
       162.92960      1.00000      0.00000
       163.68165      1.00000      0.00000
       164.43717      1.00000      0.00000
       165.19618      1.00000      0.00000
       165.95869      1.00000      0.00000
       166.72472      1.00000      0.00000
       167.49429      1.00000      0.00000
       168.26741      1.00000      0.00000
       169.04409      1.00000      0.00000
       169.82437      1.00000      0.00000
       170.60824      1.00000      0.00000
       171.39573      1.00000      0.00000
       172.18686      1.00000      0.00000
       172.98164      1.00000      0.00000
       173.78008      1.00000      0.00000
       174.58222      1.00000      0.00000
       175.38805      1.00000      0.00000
       176.19760      1.00000      0.00000
       177.01090      1.00000      0.00000
       177.82794      1.00000      0.00000
       178.64876      1.00000      0.00000
       179.47336      1.00000      0.00000
       180.30177      1.00000      0.00000
       181.13401      1.00000      0.00000
       181.97009      1.00000      0.00000
       182.81002      1.00000      0.00000
       183.65383      1.00000      0.00000
       184.50154      1.00000      0.00000
       185.35316      1.00000      0.00000
       186.20871      1.00000      0.00000
       187.06821      1.00000      0.00000
       187.93168      1.00000      0.00000
       188.79913      1.00000      0.00000
       189.67059      1.00000      0.00000
       190.54607      1.00000      0.00000
       191.42559      1.00000      0.00000
       192.30917      1.00000      0.00000
       193.19683      1.00000      0.00000
       194.08859      1.00000      0.00000
       194.98446      1.00000      0.00000
       195.88447      1.00000      0.00000
       196.78863      1.00000      0.00000
       197.69696      1.00000      0.00000
       198.60949      1.00000      0.00000
       199.52623      1.00000      0.00000
       200.44720      1.00000      0.00000
       201.37242      1.00000      0.00000
       202.30192      1.00000      0.00000
       203.23570      1.00000      0.00000
       204.17379      1.00000      0.00000
       205.11622      1.00000      0.00000
       206.06299      1.00000      0.00000
       207.01413      1.00000      0.00000
       207.96967      1.00000      0.00000
       208.92961      1.00000      0.00000
       209.89399      1.00000      0.00000
       210.86281      1.00000      0.00000
       211.83611      1.00000      0.00000
       212.81390      1.00000      0.00000
       213.79621      1.00000      0.00000
       214.78305      1.00000      0.00000
       215.77444      1.00000      0.00000
       216.77041      1.00000      0.00000
       217.77098      1.00000      0.00000
       218.77616      1.00000      0.00000
       219.78599      1.00000      0.00000
       220.80047      1.00000      0.00000
       221.81964      1.00000      0.00000
       222.84351      1.00000      0.00000
       223.87211      1.00000      0.00000
       224.90546      1.00000      0.00000
       225.94358      1.00000      0.00000
       226.98649      1.00000      0.00000
